province_id,province_name,owner_tag,province_rank,culture,religion,trade_goods,total_pops,assessment_note
11164,Atlantic,,settlement,,,,0,
11165,PROV11165,,settlement,,,,0,sea/wasteland placeholder
11166,Superior,,settlement,,,,0,
11167,PROV11167,,settlement,,,,0,sea/wasteland placeholder
11168,Atlantic,,settlement,,,,0,
11169,PROV11169,,settlement,,,,0,sea/wasteland placeholder
11170,PROV11170,,settlement,,,,0,sea/wasteland placeholder
11171,PROV11171,,settlement,,,,0,sea/wasteland placeholder
11172,PROV11172,,settlement,,,,0,sea/wasteland placeholder
11173,PROV11173,,settlement,,,,0,sea/wasteland placeholder
11174,PROV11174,,settlement,,,,0,sea/wasteland placeholder
11175,PROV11175,,settlement,,,,0,sea/wasteland placeholder
11176,PROV11176,,settlement,,,,0,sea/wasteland placeholder
11177,PROV11177,,settlement,,,,0,sea/wasteland placeholder
11178,PROV11178,,settlement,,,,0,sea/wasteland placeholder
11179,PROV11179,,settlement,,,,0,sea/wasteland placeholder
11180,PROV11180,,settlement,,,,0,sea/wasteland placeholder
11181,PROV11181,,settlement,,,,0,sea/wasteland placeholder
11182,PROV11182,,settlement,,,,0,sea/wasteland placeholder
11183,PROV11183,,settlement,,,,0,sea/wasteland placeholder
11184,PROV11184,,settlement,,,,0,sea/wasteland placeholder
11185,PROV11185,,settlement,,,,0,sea/wasteland placeholder
11186,PROV11186,,settlement,,,,0,sea/wasteland placeholder
11187,PROV11187,,settlement,,,,0,sea/wasteland placeholder
11188,PROV11188,,settlement,,,,0,sea/wasteland placeholder
11189,PROV11189,,settlement,,,,0,sea/wasteland placeholder
11190,Caribbean,,settlement,,,,0,
11191,PROV11191,,settlement,,,,0,sea/wasteland placeholder
11192,PROV11192,,settlement,,,,0,sea/wasteland placeholder
11193,PROV11193,,settlement,,,,0,sea/wasteland placeholder
11194,Yucatan Channel,,settlement,,,,0,
11195,PROV11195,,settlement,,,,0,sea/wasteland placeholder
11196,Caribbean,,settlement,,,,0,
11197,Sab Abar,TUR,settlement,levantine,sunni,textile_fibres,6,
11198,Caribbean,,settlement,,,,0,
11199,Caribbean,,settlement,,,,0,
11200,Floridan Channel,,settlement,,,,0,
11201,Caribbean,,settlement,,,,0,
11202,Caribbean,,settlement,,,,0,
11203,PROV11203,,settlement,,,,0,sea/wasteland placeholder
11204,Caribbean,,settlement,,,,0,
11205,Atlantic,,settlement,,,,0,
11206,Atlantic,,settlement,,,,0,
11207,PROV11207,,settlement,,,,0,sea/wasteland placeholder
11208,PROV11208,RUS,settlement,yakut,tengri,wood,0,owned but 0 pops (frontier/empty — normal)
11209,PROV11209,,settlement,,,,0,sea/wasteland placeholder
11210,PROV11210,,settlement,,,,0,sea/wasteland placeholder
11211,PROV11211,,settlement,,,,0,sea/wasteland placeholder
11212,PROV11212,,settlement,,,,0,sea/wasteland placeholder
11213,PROV11213,,settlement,,,,0,sea/wasteland placeholder
11214,PROV11214,,settlement,,,,0,sea/wasteland placeholder
11215,PROV11215,,settlement,,,,0,sea/wasteland placeholder
11216,PROV11216,,settlement,,,,0,sea/wasteland placeholder
11217,PROV11217,,settlement,,,,0,sea/wasteland placeholder
11218,PROV11218,,settlement,,,,0,sea/wasteland placeholder
11219,Aral,,settlement,,,,0,
11220,PROV11220,,settlement,dolgan,tengri,wood,0,
11221,PROV11221,,settlement,,,,0,sea/wasteland placeholder
11222,PROV11222,,settlement,,,,0,sea/wasteland placeholder
11223,PROV11223,,settlement,,,,0,sea/wasteland placeholder
11224,PROV11224,,settlement,,,,0,sea/wasteland placeholder
11225,PROV11225,,settlement,,,,0,sea/wasteland placeholder
11226,PROV11226,,settlement,,,,0,sea/wasteland placeholder
11227,PROV11227,,settlement,,,,0,sea/wasteland placeholder
11228,PROV11228,,settlement,,,,0,sea/wasteland placeholder
11229,PROV11229,,settlement,,,,0,sea/wasteland placeholder
11230,PROV11230,,settlement,,,,0,sea/wasteland placeholder
11231,PROV11231,,settlement,,,,0,sea/wasteland placeholder
11232,PROV11232,,settlement,,,,0,sea/wasteland placeholder
11233,PROV11233,,settlement,,,,0,sea/wasteland placeholder
11234,PROV11234,,settlement,,,,0,sea/wasteland placeholder
11235,PROV11235,,settlement,,,,0,sea/wasteland placeholder
11236,PROV11236,,settlement,,,,0,sea/wasteland placeholder
11237,PROV11237,,settlement,,,,0,sea/wasteland placeholder
11238,PROV11238,,settlement,,,,0,sea/wasteland placeholder
11239,PROV11239,,settlement,,,,0,sea/wasteland placeholder
11240,PROV11240,,settlement,,,,0,sea/wasteland placeholder
11241,PROV11241,,settlement,,,,0,sea/wasteland placeholder
11242,PROV11242,,settlement,,,,0,sea/wasteland placeholder
11243,PROV11243,,settlement,,,,0,sea/wasteland placeholder
11244,PROV11244,,settlement,,,,0,sea/wasteland placeholder
11245,PROV11245,,settlement,,,,0,sea/wasteland placeholder
11246,PROV11246,,settlement,,,,0,sea/wasteland placeholder
11247,PROV11247,,settlement,,,,0,sea/wasteland placeholder
11248,PROV11248,,settlement,,,,0,sea/wasteland placeholder
11249,PROV11249,,settlement,,,,0,sea/wasteland placeholder
11250,PROV11250,,settlement,,,,0,sea/wasteland placeholder
11251,PROV11251,,settlement,,,,0,sea/wasteland placeholder
11252,PROV11252,,settlement,,,,0,sea/wasteland placeholder
11253,PROV11253,,settlement,,,,0,sea/wasteland placeholder
11254,PROV11254,,settlement,,,,0,sea/wasteland placeholder
11255,PROV11255,,settlement,,,,0,sea/wasteland placeholder
11256,PROV11256,,settlement,,,,0,sea/wasteland placeholder
11257,PROV11257,,settlement,,,,0,sea/wasteland placeholder
11258,PROV11258,,settlement,,,,0,sea/wasteland placeholder
11259,PROV11259,,settlement,,,,0,sea/wasteland placeholder
11260,PROV11260,,settlement,,,,0,sea/wasteland placeholder
11261,PROV11261,,settlement,,,,0,sea/wasteland placeholder
11262,PROV11262,,settlement,,,,0,sea/wasteland placeholder
11263,As Sulayyil,DRY,settlement,bedouin,wahhabi,livestock,3,
11264,PROV11264,,settlement,,,,0,sea/wasteland placeholder
11265,PROV11265,,settlement,,,,0,sea/wasteland placeholder
11266,PROV11266,,settlement,,,,0,sea/wasteland placeholder
11267,PROV11267,,settlement,,,,0,sea/wasteland placeholder
11268,PROV11268,,settlement,,,,0,sea/wasteland placeholder
11269,PROV11269,,settlement,,,,0,sea/wasteland placeholder
11270,PROV11270,,settlement,,,,0,sea/wasteland placeholder
11271,PROV11271,,settlement,,,,0,sea/wasteland placeholder
11272,PROV11272,,settlement,,,,0,sea/wasteland placeholder
11273,PROV11273,,settlement,,,,0,sea/wasteland placeholder
11274,PROV11274,,settlement,,,,0,sea/wasteland placeholder
11275,PROV11275,,settlement,,,,0,sea/wasteland placeholder
11276,PROV11276,,settlement,,,,0,sea/wasteland placeholder
11277,PROV11277,,settlement,,,,0,sea/wasteland placeholder
11278,PROV11278,,settlement,,,,0,sea/wasteland placeholder
11279,PROV11279,,settlement,,,,0,sea/wasteland placeholder
11280,PROV11280,,settlement,,,,0,sea/wasteland placeholder
11281,PROV11281,,settlement,,,,0,sea/wasteland placeholder
11282,PROV11282,,settlement,,,,0,sea/wasteland placeholder
11283,PROV11283,,settlement,,,,0,sea/wasteland placeholder
11284,PROV11284,,settlement,,,,0,sea/wasteland placeholder
11285,PROV11285,,settlement,,,,0,sea/wasteland placeholder
11286,PROV11286,,settlement,,,,0,sea/wasteland placeholder
11287,PROV11287,,settlement,,,,0,sea/wasteland placeholder
11288,PROV11288,,settlement,,,,0,sea/wasteland placeholder
11289,PROV11289,,settlement,,,,0,sea/wasteland placeholder
11290,PROV11290,,settlement,,,,0,sea/wasteland placeholder
11291,PROV11291,,settlement,,,,0,sea/wasteland placeholder
11292,PROV11292,,settlement,,,,0,sea/wasteland placeholder
11293,PROV11293,,settlement,,,,0,sea/wasteland placeholder
11294,PROV11294,,settlement,,,,0,sea/wasteland placeholder
11295,PROV11295,,settlement,,,,0,sea/wasteland placeholder
11296,PROV11296,,settlement,,,,0,sea/wasteland placeholder
11297,PROV11297,,settlement,,,,0,sea/wasteland placeholder
11298,PROV11298,,settlement,,,,0,sea/wasteland placeholder
11299,PROV11299,,settlement,,,,0,sea/wasteland placeholder
11300,PROV11300,,settlement,,,,0,sea/wasteland placeholder
11301,PROV11301,,settlement,,,,0,sea/wasteland placeholder
11302,PROV11302,,settlement,,,,0,sea/wasteland placeholder
11303,PROV11303,,settlement,,,,0,sea/wasteland placeholder
11304,PROV11304,,settlement,,,,0,sea/wasteland placeholder
11305,PROV11305,,settlement,,,,0,sea/wasteland placeholder
11306,PROV11306,,settlement,,,,0,sea/wasteland placeholder
11307,PROV11307,,settlement,,,,0,sea/wasteland placeholder
11308,PROV11308,,settlement,,,,0,sea/wasteland placeholder
11309,PROV11309,,settlement,,,,0,sea/wasteland placeholder
11310,PROV11310,,settlement,,,,0,sea/wasteland placeholder
11311,PROV11311,,settlement,,,,0,sea/wasteland placeholder
11312,PROV11312,,settlement,,,,0,sea/wasteland placeholder
11313,PROV11313,,settlement,,,,0,sea/wasteland placeholder
11314,PROV11314,,settlement,,,,0,sea/wasteland placeholder
11315,PROV11315,,settlement,,,,0,sea/wasteland placeholder
11316,Reindeer,,settlement,,,,0,
11317,PROV11317,,settlement,,,,0,sea/wasteland placeholder
11318,PROV11318,,settlement,,,,0,sea/wasteland placeholder
11319,PROV11319,,settlement,,,,0,sea/wasteland placeholder
11320,PROV11320,,settlement,,,,0,sea/wasteland placeholder
11321,PROV11321,,settlement,,,,0,sea/wasteland placeholder
11322,PROV11322,,settlement,,,,0,sea/wasteland placeholder
11323,PROV11323,,settlement,,,,0,sea/wasteland placeholder
11324,PROV11324,,settlement,,,,0,sea/wasteland placeholder
11325,PROV11325,,settlement,,,,0,sea/wasteland placeholder
11326,Gulf of Mannar,,settlement,,,,0,
11327,PROV11327,,settlement,,,,0,sea/wasteland placeholder
11328,Bay of Bengal,,settlement,,,,0,
11329,Bay of Bengal,,settlement,,,,0,
11330,Bay of Bengal,,settlement,,,,0,
11331,Bay of Bengal,,settlement,,,,0,
11332,Bay of Bengal,,settlement,,,,0,
11333,Bay of Bengal,,settlement,,,,0,
11334,PROV11334,,settlement,,,,0,sea/wasteland placeholder
11335,PROV11335,,settlement,,,,0,sea/wasteland placeholder
11336,PROV11336,,settlement,,,,0,sea/wasteland placeholder
11337,Bay of Bengal,,settlement,,,,0,
11338,Bay of Bengal,,settlement,,,,0,
11339,Bay of Bengal,,settlement,,,,0,
11340,Bay of Bengal,,settlement,,,,0,
11341,PROV11341,,settlement,,,,0,sea/wasteland placeholder
11342,PROV11342,,settlement,,,,0,sea/wasteland placeholder
11343,PROV11343,,settlement,,,,0,sea/wasteland placeholder
11344,PROV11344,,settlement,,,,0,sea/wasteland placeholder
11345,Java,,settlement,,,,0,
11346,PROV11346,,settlement,,,,0,sea/wasteland placeholder
11347,PROV11347,,settlement,,,,0,sea/wasteland placeholder
11348,South China,,settlement,,,,0,
11349,South China,,settlement,,,,0,
11350,Banda Sea,,settlement,,,,0,
11351,PROV11351,,settlement,,,,0,sea/wasteland placeholder
11352,Manila Bay,,settlement,,,,0,
11353,PROV11353,,settlement,,,,0,sea/wasteland placeholder
11354,PROV11354,,settlement,,,,0,sea/wasteland placeholder
11355,PROV11355,,settlement,,,,0,sea/wasteland placeholder
11356,North Luzon Strait,,settlement,,,,0,
11357,South China,,settlement,,,,0,
11358,Taiwan Strait,,settlement,,,,0,
11359,South China,,settlement,,,,0,
11360,Pearl River Delta,,settlement,,,,0,
11361,Beibu Gulf,,settlement,,,,0,
11362,PROV11362,,settlement,,,,0,sea/wasteland placeholder
11363,PROV11363,,settlement,,,,0,sea/wasteland placeholder
11364,PROV11364,,settlement,,,,0,sea/wasteland placeholder
11365,PROV11365,,settlement,,,,0,sea/wasteland placeholder
11366,Gulf of Thailand,,settlement,,,,0,
11367,Gulf of Thailand,,settlement,,,,0,
11368,Gulf of Thailand,,settlement,,,,0,
11369,South China,,settlement,,,,0,
11370,Gulf of Thailand,,settlement,,,,0,
11371,PROV11371,,settlement,,,,0,sea/wasteland placeholder
11372,PROV11372,,settlement,,,,0,sea/wasteland placeholder
11373,PROV11373,,settlement,,,,0,sea/wasteland placeholder
11374,PROV11374,,settlement,,,,0,sea/wasteland placeholder
11375,PROV11375,,settlement,,,,0,sea/wasteland placeholder
11376,PROV11376,,settlement,,,,0,sea/wasteland placeholder
11377,PROV11377,,settlement,,,,0,sea/wasteland placeholder
11378,PROV11378,,settlement,,,,0,sea/wasteland placeholder
11379,PROV11379,,settlement,,,,0,sea/wasteland placeholder
11380,PROV11380,,settlement,,,,0,sea/wasteland placeholder
11381,PROV11381,,settlement,,,,0,sea/wasteland placeholder
11382,PROV11382,,settlement,,,,0,sea/wasteland placeholder
11383,PROV11383,,settlement,,,,0,sea/wasteland placeholder
11384,PROV11384,,settlement,,,,0,sea/wasteland placeholder
11385,PROV11385,,settlement,samoyed,mari,wood,0,
11386,PROV11386,,settlement,,,,0,sea/wasteland placeholder
11387,Ishigaki,RYU,settlement,okinawan,mahayana,fish,3,
11388,Korean Mountains,,settlement,korean,mahayana,grain,0,
11389,Atlantic,,settlement,,,,0,
11390,Atlantic,,settlement,,,,0,
11391,Atlantic,,settlement,,,,0,
11392,Atlantic,,settlement,,,,0,
11393,Atlantic,,settlement,,,,0,
11394,Caribbean,,settlement,,,,0,
11395,Caribbean,,settlement,,,,0,
11396,Caribbean,,settlement,,,,0,
11397,God's,,settlement,,,,0,
11398,PROV11398,,settlement,,,,0,sea/wasteland placeholder
11399,PROV11399,,settlement,,,,0,sea/wasteland placeholder
11400,Colombian Coast,,settlement,,,,0,
11401,PROV11401,,settlement,,,,0,sea/wasteland placeholder
11402,PROV11402,,settlement,,,,0,sea/wasteland placeholder
11403,PROV11403,,settlement,,,,0,sea/wasteland placeholder
11404,PROV11404,,settlement,,,,0,sea/wasteland placeholder
11405,Peruvian Pacific,,settlement,,,,0,
11406,Peruvian Coast,,settlement,,,,0,
11407,PROV11407,,settlement,,,,0,sea/wasteland placeholder
11408,Al Qunfundhah,EGY,settlement,bedouin,sunni,spices,5,
11409,Peruvian Coast,,settlement,,,,0,
11410,PROV11410,,settlement,,,,0,sea/wasteland placeholder
11411,Peruvian Pacific,,settlement,,,,0,
11412,Peruvian Coast,,settlement,,,,0,
11413,PROV11413,,settlement,,,,0,sea/wasteland placeholder
11414,PROV11414,,settlement,,,,0,sea/wasteland placeholder
11415,PROV11415,RUS,settlement,dolgan,tengri,wood,0,owned but 0 pops (frontier/empty — normal)
11416,Atlantic,,settlement,,,,0,
11417,PROV11417,,settlement,,,,0,sea/wasteland placeholder
11418,PROV11418,,settlement,,,,0,sea/wasteland placeholder
11419,PROV11419,,settlement,,,,0,sea/wasteland placeholder
11420,PROV11420,,settlement,,,,0,sea/wasteland placeholder
11421,PROV11421,,settlement,,,,0,sea/wasteland placeholder
11422,PROV11422,,settlement,,,,0,sea/wasteland placeholder
11423,PROV11423,,settlement,,,,0,sea/wasteland placeholder
11424,Celebes,,settlement,,,,0,
11425,Celebes,,settlement,,,,0,
11426,Celebes,,settlement,,,,0,
11427,South Sulu Sea,,settlement,,,,0,
11428,Bohol Sea,,settlement,,,,0,
11429,North Sulu Sea,,settlement,,,,0,
11430,Lingayen Gulf,,settlement,,,,0,
11431,South Luzon Strait,,settlement,,,,0,
11432,Philippines,,settlement,,,,0,
11433,PROV11433,,settlement,,,,0,sea/wasteland placeholder
11434,Luzon Sea,,settlement,,,,0,
11435,Pacific,,settlement,,,,0,
11436,Pacific,,settlement,,,,0,
11437,PROV11437,,settlement,,,,0,sea/wasteland placeholder
11438,Pacific,,settlement,,,,0,
11439,Gulf of Korea,,settlement,,,,0,
11440,Yellow,,settlement,,,,0,
11441,Yellow,,settlement,,,,0,
11442,East China,,settlement,,,,0,
11443,East China,,settlement,,,,0,
11444,Pacific,,settlement,,,,0,
11445,East China,,settlement,,,,0,
11446,East China,,settlement,,,,0,
11447,Pacific,,settlement,,,,0,
11448,Japan,,settlement,,,,0,
11449,Japan,,settlement,,,,0,
11450,Japan,,settlement,,,,0,
11451,Japan,,settlement,,,,0,
11452,Japan,,settlement,,,,0,
11453,Japan,,settlement,,,,0,
11454,Japan,,settlement,,,,0,
11455,Japan,,settlement,,,,0,
11456,PROV11456,,settlement,,,,0,sea/wasteland placeholder
11457,Pacific,,settlement,,,,0,
11458,PROV11458,,settlement,,,,0,sea/wasteland placeholder
11459,Tsugaru Strait,,settlement,,,,0,
11460,Pacific,,settlement,,,,0,
11461,PROV11461,,settlement,,,,0,sea/wasteland placeholder
11462,Atlantic,,settlement,,,,0,
11463,PROV11463,,settlement,,,,0,sea/wasteland placeholder
11464,PROV11464,,settlement,,,,0,sea/wasteland placeholder
11465,PROV11465,,settlement,,,,0,sea/wasteland placeholder
11466,PROV11466,,settlement,,,,0,sea/wasteland placeholder
11467,Pacific,,settlement,,,,0,
11468,PROV11468,,settlement,,,,0,sea/wasteland placeholder
11469,PROV11469,,settlement,,,,0,sea/wasteland placeholder
11470,Iceland,,settlement,,,,0,
11471,PROV11471,,settlement,,,,0,sea/wasteland placeholder
11472,Comaccio,,settlement,,,,0,
11473,South China,,settlement,,,,0,
11474,South China,,settlement,,,,0,
11475,Bordj Badji Mokhtar,,settlement,tuareg,sunni,livestock,1,
11476,PROV11476,,settlement,,,,0,sea/wasteland placeholder
11477,Atlantic,,settlement,,,,0,
11478,South China,,settlement,,,,0,
11479,South China,,settlement,,,,0,
11480,Java,,settlement,,,,0,
11481,Java,,settlement,,,,0,
11482,Java,,settlement,,,,0,
11483,Java,,settlement,,,,0,
11484,Java,,settlement,,,,0,
11485,PROV11485,,settlement,,,,0,sea/wasteland placeholder
11486,PROV11486,,settlement,,,,0,sea/wasteland placeholder
11487,PROV11487,,settlement,,,,0,sea/wasteland placeholder
11488,PROV11488,,settlement,,,,0,sea/wasteland placeholder
11489,PROV11489,,settlement,,,,0,sea/wasteland placeholder
11490,PROV11490,,settlement,,,,0,sea/wasteland placeholder
11491,PROV11491,,settlement,,,,0,sea/wasteland placeholder
11492,PROV11492,,settlement,,,,0,sea/wasteland placeholder
11493,PROV11493,,settlement,,,,0,sea/wasteland placeholder
11494,PROV11494,,settlement,,,,0,sea/wasteland placeholder
11495,PROV11495,,settlement,,,,0,sea/wasteland placeholder
11496,PROV11496,,settlement,,,,0,sea/wasteland placeholder
11497,PROV11497,,settlement,,,,0,sea/wasteland placeholder
11498,PROV11498,,settlement,,,,0,sea/wasteland placeholder
11499,PROV11499,,settlement,,,,0,sea/wasteland placeholder
11500,Gulf of Panama,,settlement,,,,0,
11501,PROV11501,,settlement,,,,0,sea/wasteland placeholder
11502,PROV11502,,settlement,,,,0,sea/wasteland placeholder
11503,Java,,settlement,,,,0,
11504,PROV11504,,settlement,,,,0,sea/wasteland placeholder
11505,PROV11505,,settlement,,,,0,sea/wasteland placeholder
11506,PROV11506,,settlement,,,,0,sea/wasteland placeholder
11507,PROV11507,,settlement,,,,0,sea/wasteland placeholder
11508,PROV11508,,settlement,,,,0,sea/wasteland placeholder
11509,PROV11509,,settlement,,,,0,sea/wasteland placeholder
11510,PROV11510,,settlement,,,,0,sea/wasteland placeholder
11511,PROV11511,,settlement,,,,0,sea/wasteland placeholder
11512,PROV11512,,settlement,,,,0,sea/wasteland placeholder
11513,PROV11513,,settlement,,,,0,sea/wasteland placeholder
11514,PROV11514,,settlement,,,,0,sea/wasteland placeholder
11515,Atlantic,,settlement,,,,0,
11516,Atlantic,,settlement,,,,0,
11517,Choctawhatchee,,settlement,,,,0,
11518,PROV11518,,settlement,,,,0,sea/wasteland placeholder
11519,Notoro,,settlement,,,,0,
11520,PROV11520,,settlement,,,,0,sea/wasteland placeholder
11521,PROV11521,,settlement,circassian,sunni,livestock,0,
11522,PROV11522,,settlement,,,,0,sea/wasteland placeholder
11523,PROV11523,,settlement,,,,0,sea/wasteland placeholder
11524,PROV11524,,settlement,,,,0,sea/wasteland placeholder
11525,PROV11525,,settlement,manchu,mahayana,cloth,0,
11526,PROV11526,,settlement,,,,0,sea/wasteland placeholder
11527,PROV11527,,settlement,,,,0,sea/wasteland placeholder
11528,PROV11528,,settlement,korean,mahayana,cloth,0,
11529,PROV11529,,settlement,,,,0,sea/wasteland placeholder
11530,PROV11530,,settlement,,,,0,sea/wasteland placeholder
11531,PROV11531,,settlement,,,,0,sea/wasteland placeholder
11532,PROV11532,,settlement,,,,0,sea/wasteland placeholder
11533,PROV11533,,settlement,,,,0,sea/wasteland placeholder
11534,PROV11534,,settlement,,,,0,sea/wasteland placeholder
11535,PROV11535,,settlement,,,,0,sea/wasteland placeholder
11536,PROV11536,,settlement,,,,0,sea/wasteland placeholder
11537,Chilika,,settlement,,,,0,
11538,PROV11538,,settlement,,,,0,sea/wasteland placeholder
11539,PROV11539,,settlement,,,,0,sea/wasteland placeholder
11540,Bering,,settlement,,,,0,
11541,Pacific,,settlement,,,,0,
11542,Pacific,,settlement,,,,0,
11543,Pacific,,settlement,,,,0,
11544,Pacific,,settlement,,,,0,
11545,Pacific,,settlement,,,,0,
11546,PROV11546,,settlement,,,,0,sea/wasteland placeholder
11547,PROV11547,,settlement,,,,0,sea/wasteland placeholder
11548,PROV11548,,settlement,,,,0,sea/wasteland placeholder
11549,PROV11549,,settlement,dolgan,tengri,wood,0,
11550,PROV11550,,settlement,samoyed,mari,wood,0,
11551,PROV11551,,settlement,,,,0,sea/wasteland placeholder
11552,Pacific,,settlement,,,,0,
11553,Okhotsk,,settlement,,,,0,
11554,Okhotsk,,settlement,,,,0,
11555,Okhotsk,,settlement,,,,0,
11556,Okhotsk,,settlement,,,,0,
11557,Okhotsk,,settlement,,,,0,
11558,Okhotsk,,settlement,,,,0,
11559,Okhotsk,,settlement,,,,0,
11560,PROV11560,,settlement,,,,0,sea/wasteland placeholder
11561,Okhotsk,,settlement,,,,0,
11562,Okhotsk,,settlement,,,,0,
11563,Okhotsk,,settlement,,,,0,
11564,Okhotsk,,settlement,,,,0,
11565,PROV11565,,settlement,,,,0,sea/wasteland placeholder
11566,Okhotsk,,settlement,,,,0,
11567,Okhotsk,,settlement,,,,0,
11568,Okhotsk,,settlement,,,,0,
11569,Okhotsk,,settlement,,,,0,
11570,Okhotsk,,settlement,,,,0,
11571,Okhotsk,,settlement,,,,0,
11572,Okhotsk,,settlement,,,,0,
11573,Okhotsk,,settlement,,,,0,
11574,Gran Canaria,SPA,settlement,castilian,catholic,fish,15,
11575,Okhotsk,,settlement,,,,0,
11576,Okhotsk,,settlement,,,,0,
11577,Okhotsk,,settlement,,,,0,
11578,Okhotsk,,settlement,,,,0,
11579,Okhotsk,,settlement,,,,0,
11580,Pacific,,settlement,,,,0,
11581,PROV11581,,settlement,,,,0,sea/wasteland placeholder
11582,Pacific,,settlement,,,,0,
11583,PROV11583,,settlement,yakut,tengri,wood,0,
11584,Pacific,,settlement,,,,0,
11585,PROV11585,,settlement,,,,0,sea/wasteland placeholder
11586,Bering,,settlement,,,,0,
11587,PROV11587,,settlement,,,,0,sea/wasteland placeholder
11588,Sabine,,settlement,,,,0,
11589,Mount Olympus,,settlement,greek,orthodox,,0,
11590,Bras d'Or,,settlement,,,,0,
11591,Madingou,LOA,settlement,kongo,bantu,hardwood,15,
11592,Mbandaka,,settlement,mongo,bantu,sulphur,8,
11593,PROV11593,,settlement,,,,0,sea/wasteland placeholder
11594,PROV11594,,settlement,,,,0,sea/wasteland placeholder
11595,PROV11595,,settlement,,,,0,sea/wasteland placeholder
11596,Tulemalu,,settlement,,,,0,
11597,PROV11597,,settlement,,,,0,sea/wasteland placeholder
11598,PROV11598,,settlement,,,,0,sea/wasteland placeholder
11599,PROV11599,,settlement,,,,0,sea/wasteland placeholder
11600,PROV11600,,settlement,,,,0,sea/wasteland placeholder
11601,PROV11601,,settlement,,,,0,sea/wasteland placeholder
11602,PROV11602,,settlement,,,,0,sea/wasteland placeholder
11603,PROV11603,,settlement,,,,0,sea/wasteland placeholder
11604,PROV11604,,settlement,,,,0,sea/wasteland placeholder
11605,PROV11605,,settlement,,,,0,sea/wasteland placeholder
11606,PROV11606,,settlement,,,,0,sea/wasteland placeholder
11607,PROV11607,,settlement,,,,0,sea/wasteland placeholder
11608,Namucuo,,settlement,,,,0,
11609,PROV11609,,settlement,,,,0,sea/wasteland placeholder
11610,PROV11610,,settlement,,,,0,sea/wasteland placeholder
11611,PROV11611,,settlement,,,,0,sea/wasteland placeholder
11612,PROV11612,,settlement,,,,0,sea/wasteland placeholder
11613,PROV11613,,settlement,,,,0,sea/wasteland placeholder
11614,PROV11614,,settlement,,,,0,sea/wasteland placeholder
11615,PROV11615,,settlement,,,,0,sea/wasteland placeholder
11616,PROV11616,,settlement,,,,0,sea/wasteland placeholder
11617,PROV11617,,settlement,,,,0,sea/wasteland placeholder
11618,PROV11618,,settlement,samoyed,mari,wood,0,
11619,PROV11619,,settlement,,,,0,sea/wasteland placeholder
11620,PROV11620,,settlement,,,,0,sea/wasteland placeholder
11621,Pacific,,settlement,,,,0,
11622,PROV11622,,settlement,,,,0,sea/wasteland placeholder
11623,Tokyo Bay,,settlement,,,,0,
11624,PROV11624,,settlement,,,,0,sea/wasteland placeholder
11625,PROV11625,,settlement,,,,0,sea/wasteland placeholder
11626,PROV11626,,settlement,,,,0,sea/wasteland placeholder
11627,PROV11627,,settlement,,,,0,sea/wasteland placeholder
11628,PROV11628,,settlement,,,,0,sea/wasteland placeholder
11629,PROV11629,,settlement,,,,0,sea/wasteland placeholder
11630,PROV11630,,settlement,,,,0,sea/wasteland placeholder
11631,PROV11631,,settlement,,,,0,sea/wasteland placeholder
11632,PROV11632,,settlement,,,,0,sea/wasteland placeholder
11633,Banda Sea,,settlement,,,,0,
11634,Banda Sea,,settlement,,,,0,
11635,Banda Sea,,settlement,,,,0,
11636,Banda Sea,,settlement,,,,0,
11637,Banda Sea,,settlement,,,,0,
11638,Banda Sea,,settlement,,,,0,
11639,PROV11639,,settlement,,,,0,sea/wasteland placeholder
11640,PROV11640,,settlement,,,,0,sea/wasteland placeholder
11641,PROV11641,,settlement,,,,0,sea/wasteland placeholder
11642,PROV11642,,settlement,,,,0,sea/wasteland placeholder
11643,PROV11643,,settlement,,,,0,sea/wasteland placeholder
11644,PROV11644,,settlement,,,,0,sea/wasteland placeholder
11645,Philippines,,settlement,,,,0,
11646,Philippines,,settlement,,,,0,
11647,PROV11647,,settlement,,,,0,sea/wasteland placeholder
11648,PROV11648,,settlement,,,,0,sea/wasteland placeholder
11649,PROV11649,,settlement,,,,0,sea/wasteland placeholder
11650,PROV11650,,settlement,,,,0,sea/wasteland placeholder
11651,PROV11651,,settlement,,,,0,sea/wasteland placeholder
11652,PROV11652,,settlement,,,,0,sea/wasteland placeholder
11653,Philippines,,settlement,,,,0,
11654,Philippines,,settlement,,,,0,
11655,Leyte Gulf,,settlement,,,,0,
11656,PROV11656,,settlement,,,,0,sea/wasteland placeholder
11657,PROV11657,,settlement,,,,0,sea/wasteland placeholder
11658,PROV11658,,settlement,,,,0,sea/wasteland placeholder
11659,PROV11659,,settlement,,,,0,sea/wasteland placeholder
11660,PROV11660,,settlement,,,,0,sea/wasteland placeholder
11661,Pacific,,settlement,,,,0,
11662,PROV11662,,settlement,,,,0,sea/wasteland placeholder
11663,Pacific,,settlement,,,,0,
11664,PROV11664,,settlement,,,,0,sea/wasteland placeholder
11665,Pacific,,settlement,,,,0,
11666,PROV11666,,settlement,,,,0,sea/wasteland placeholder
11667,PROV11667,,settlement,,,,0,sea/wasteland placeholder
11668,PROV11668,,settlement,,,,0,sea/wasteland placeholder
11669,PROV11669,,settlement,,,,0,sea/wasteland placeholder
11670,PROV11670,,settlement,,,,0,sea/wasteland placeholder
